,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Investment Geographical Preference / Project Location,,,,,,,,Investment Round,,,,,,Investment Capial / Capital Seek,,,,,,,,,,Targeted Investment Sectors,,,,,,,,,,,,,
,https://storage.googleapis.com/b2match-as-1/6rqMqNNbz2qwr9Bg9YgiswJV,xinze holding,Others,重润 周,Others,"上海, China", China,Asia,Y,,,,,,,Series A,,Y,,,,"50,000,001 USD or above,10,000,001 to 25,000,000 USD",,,,,,,Y,,Y,"Financial Technology,Food and Agriculture",Y,,,,,,,,Y,,/participations/453796,,,安信生物科技有限公司是一家从事高品质甜菊糖苷、藏红花素等植物提取类产品研发与生产、销售为核心的生物科技公司。
,https://storage.googleapis.com/b2match-as-1/QBPxVpSqN9JjtzaFKhMgPqUJ,"Yip's Chemical Co., Ltd.",Others,Miranda Chow,Others,"Hong Kong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,"Series A,Series B",,Y,Y,,,"7,500,001 to 10,000,000 USD",,,,,,Y,,,,"Deep Technology,Manufacturing Technology,Environment, Energy and Clean Technology",,Y,Y,,,,Y,,,,/participations/435898,https://www.yipschemical.com/en/index.aspx,https://www.linkedin.com/company/yipschemical/?originalSubdomain=hk,"Yip's Chemical, established in 1971, is a Hong Kong listed company with core business in chemical products including coatings, ink and lubricants. Our main activities are in Mainland China, Hong Kong and Macau. We are actively looking for investment opportunities that has synergy with our current business or where our experience and network can empower our  potential business partner.


Yip's Chemical成立于1971年，是一家香港上市公司，主营业务为化工产品，包括涂料、油墨和润滑剂等。我们的主要业务活动分布在中国大陆、香港和澳门。我们积极寻找与我们当前业务具有协同效应的投资机会，或我们的经验和网络可以为我们的潜在业务合作伙伴提供支持的投资机会。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,YoujiVest Hong Kong Limited,Others,Vivi Hu,Service Provider,"Pok Fu Lam, China (Hong Kong)", China (Hong Kong),,,,,,,,,Series A,,Y,,,,,,,,,,,,,,"Deep Technology,Financial Technology",Y,Y,,,,,,,,,/participations/450243,https://www.youjivest.com/en/,,"YoujiVest is Asia’s leading ESG data and climate analytics provider serving institutional investors, securities brokers, hedge funds, corporates, and government agencies. Our suite of solutions includes ESG ratings, carbon and other environmental metrics, climate risk models, as well as custom consulting and reporting services.


有机数是亚洲领先的ESG数据以及气候分析解决方案提供商。我们为机构投资者、券商、对冲基金、企业、学术和政府机构提供服务。解决方案包括ESG评级、碳排放、其他环境指标、气候风险模型、咨询和定制报告服务。"
,https://storage.googleapis.com/b2match-as-1/6DU2TYe5FqT5vAJJL2Ag3AC7,ZGC Unicorn Company Development Alliance,Others,Mandy Wong,Others,"China, China", China,"Asia,Africa,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,Y,Y,"IPO,Series C and Beyond",,,,Y,Y,"50,000,001 USD or above",,,,,,,,,Y,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,/participations/453786,https://mp.weixin.qq.com/s/IN4MFD29PmMKWdzxD47jsQ,,"Registered with the Beijing Municipal Civil Affairs Bureau, this organization serves as the first social entity in Beijing dedicated to gathering and promoting the development of unicorn companies. 

The Alliance focuses on fostering collaboration among unicorn companies, providing a platform for them to share resources, insights, and best practices. Its objective is to bolster innovation and competitiveness across the industry, positioning itself as a key facilitator for these companies. By leveraging collective strengths, the organization seeks to create a vibrant ecosystem that supports sustainable growth and development in the unicorn sector, driving technological advancement and economic progress.

中关村独角兽企业发展联盟（以下简称“联盟”）,是在北京市科委、中关村管委会指导下，由独角兽企业联合中关村发展集团、北京银行等服务机构发起，于2023年4月27日在北京市民政局正式注册成立的首个集聚独角兽企业的社会团体。

联盟以促进独角兽企业共同发展为目标，立足北京、辐射全国，面向独角兽企业的主要发展需求，为独角兽企业搭建交流合作平台和联络服务平台。

联盟成立一年多来，承办了首届全球独角兽企业大会、发布了《中国独角兽企业发展报告》，为200余家独角兽、潜在独角兽企业和100余家专业服务机构搭建了对接平台和服务网络。"
,https://storage.googleapis.com/b2match-as-1/2iHPLfU5hKP71YZaAv4ph3HJ,ZTSC,Others,xinlong xing,Service Provider,"Hong Kong, China (Hong Kong)", China (Hong Kong),,,,,,,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,,,,,,,,,,,"Consumer,Education,Deep Technology,Healthcare Technology,Digital Entertainment and Media",,Y,,Y,Y,Y,,,,Y,/participations/449008,https://www.ztsc.com.hk/,,"ZTSC is a comprehensive and international financial holding group, headquartered in Hong Kong with networks and business offices in Singapore. Over the years, with the advantage of the Hong Kong International Financial Centre status and the company’s concept of sincere development, Zhongtai is having grown and prospered. Zhongtai provides local and global Corporates, Institutions, Retail and High-Net-Worth Clients, with the full spectrum and diversified financial products and services, encompassing Corporate Finance, Structured Financing, Wealth Management & Brokerage Business, Asset Management, FICC Sales and Trading, Investment, Research and Institutional Sales Business. Zhongtai is always focusing on “Client Oriented”, driven by innovation, and compliance as base, committed to becoming a leading International financial institution with global competitiveness and influence to provide global services to our clients; to assist Chinese Corporates to go towards international market; to provide advice and guidance for international investment participating in China economy; and to serve global clients enhancing its corporate values.


ZTSC是一家综合性国际金融控股公司，总部位于香港，在新加坡设有网络和业务办事处。 多年来，凭借香港国际金融中心地位的优势和公司真诚发展的理念，中泰正在成长壮大。 中泰为本地及全球企业、机构、零售及高净值客户提供全方位、多元化的金融产品及服务，涵盖企业融资、结构性融资、财富管理及经纪业务、资产管理、FICC销售及交易、投资等。 研究和机构销售业务。 中泰始终秉承""以客户为导向，以创新为动力，以合规为基地，以客户为中心，以客户为中心，以客户为中心，以客户为中心，以客户为中心。 致力于成为具有全球竞争力和影响力的领先国际金融机构，为客户提供全球服务;协助中国企业走向国际市场;为参与中国经济的国际投资提供建议和指导;为全球客户提供更优质的服务。 其企业价值观。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
,,广州诚飞口腔医疗有限公司,Others,华诚 郭,Service Provider,"广州市, China", China,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare Technology,,,,Y,,,,,,,/participations/453830,,,广州诚飞口腔医疗有限公司投资了三家口腔医院，一家口腔医疗培训公司，一家医疗器械经营公司，粤港澳在大湾区中心城市广州市南沙区
,https://storage.googleapis.com/b2match-as-1/LHpE7cFQ7SFz4RjJ2WMc5HGK,中关村京港澳青年创新创业中心,Others,凯 张,Government Body / Regulator,"北京, China", China,Asia,Y,,,,,,,IPO,,,,,Y,"50,000,001 USD or above",,,,,,,,,Y,"Deep Technology,Financial Technology,Manufacturing Technology,Infrastructure and Real Estate Services",Y,Y,,,,,Y,Y,,,/participations/450207,,,中关村京港澳青年创新创业中心，简称中关村京港澳青创中心，持续立足京港澳三地优势资源，基于港澳地区技术、人才优势以及中关村活跃的创新氛围、良好的创业环境、巨大的科技市场优势，以“融资、融智、融合；创新、创业、创富”为愿景，致力于打造京港澳青年创新创业示范基地、京港澳青年文化交流平台、创业互动平台及成果转化平台。
,https://storage.googleapis.com/b2match-as-1/9ZJ8nY3JDxToTYTGdKBbvfaF,中國檢驗有限公司,Others,立恆 鄭,Others,"香港, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"500,000 USD or below",Y,,,,,,,,,"Environment, Energy and Clean Technology",,,Y,,,,,,,,/participations/450612,https://www.cichk.com,,"China Inspection Company Limited was approved by the State Council in 1982 and registered in Hong Kong, with ""Standards, Inspection, Testing, Certification, Measurement"" as the core business, is an enterprise directly under the State-owned Assets Supervision and Administration Commission under the State Council - China Inspection and Certification Company (CCIC)'s regional headquarters in Hong Kong, Macao and Taiwan. It is also the only Chinese-funded quality service agency in Hong Kong. 

After more than 40 years of development, the company's service scope has covered industrial products, food, consumer products, animals and plants and their products, automobiles, renewable resources, trade security, medical testing, new energy, green and low carbon emission, ESG and other fields. The inspection and appraisal certificate has good international credibility. It has become a powerful participant, competitor and promoter of Hong Kong's inspection, testing and certification market, and has made outstanding contributions to promote trade between Hong Kong and the Mainland China and serve Hong Kong's prosperity, stability and development.



The content of this page has been translated by AI. In case of any discrepancies, please refer to the original document.


中國檢驗有限公司1982年經國務院批准在香港注册成立，以“標準、檢驗、檢測、認證、計量”爲主業，是國務院國資委直屬中央企業——中國檢驗認證（集團）有限公司所屬的港澳台區域總部，也是香港唯一的中資綜合性質量服務機構。

經過40多年的發展，公司的服務範圍已覆蓋工業産品、食品、消費品、動植物及其産品、汽車、再生資源、貿易保障、醫學檢測、新能源、綠色低碳、ESG等領域，證書具有良好的國際公信力，是香港檢驗、檢測、認證市場有力的參與者、競爭者和推動者，爲促進香港與內地貿易往來、服務香港繁榮穩定發展做出了突出貢獻。"
,,中華世紀,Others,TANLEE CHAN,Others,"hongkong, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,"IPO,Seed & Pre-Series A",Y,Y,,,Y,"500,001 to 1,000,000 USD",,Y,,,,,,,,"Education,Deep Technology,Healthcare Technology",,Y,,Y,,,,,,Y,/participations/450235,,,"Century Investment China Limited is a Hong Kong-based investment firm focused on equity investment wealth management, financial services and technology innovation. With a professional investment team, an extensive market network and a strict risk control system, the company provides high-quality investment services for clients worldwide. We adhere to the concept of ""integrity, innovation, and win-win strategy"", strive to become the pre-eminent investor in the global capital market, and actively fulfil corporate social responsibility to promote sustainable development.



The content of this page has been translated by AI. In case of any discrepancies, please refer to the original document.


中華世紀投資有限公司是一家總部位於香港的投資公司，專注於股權投資財富管理、金融服務及科技創新領域。公司憑借專業的投資團隊、廣泛的市場網絡及嚴格的風險控制體系，為全球客戶提供高質量的投資服務。我們秉持“誠信、創新、共贏”的理念，致力於成為全球資本市場中的卓越投資者，並積極履行企業社會責任，推動可持續發展。"
,,双泰影业传媒（广东）有限公司,Others,岳林 汪,Service Provider,"深圳, China", China,Asia,Y,,,,,,,Seed & Pre-Series A,Y,,,,,"500,000 USD or below",Y,,,,,,,,,Digital Entertainment and Media,,,,,,Y,,,,,/participations/452447,,,是专门从事电影制作、发行和放映的企业，通常涉及创意、拍摄、后期制作、市场营销和发行等多个环节。
,https://storage.googleapis.com/b2match-as-1/7JoC5sy7SQVJKkZ3ecmwL5t8,世界华人企业级联合会,Others,严 肇萍,Others,"湛江, China", China,"Asia,Africa,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,Y,Y,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",,,Y,Y,Y,Y,Y,Y,,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,/participations/453524,,,世界华人企业家联合会是2014年由澳门特区政府批准成立的国际性社团机构，也是一个连通企业和政府的平台，创会十年多来，拥有会员30000 多人且均为各行业翘楚，在社会各界产生了良好的影响力。
,https://storage.googleapis.com/b2match-as-1/Auscuh1JjXD4kuSVqjwzibzR,世界华人企业家联合会,Others,肇萍 严,Others,"湛江, China", China,Asia,Y,,,,,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"500,000 USD or below,50,000,001 USD or above,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD,10,000,001 to 25,000,000 USD",Y,,Y,Y,Y,Y,Y,,Y,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services",Y,Y,,Y,Y,Y,Y,Y,Y,Y,/participations/453394,,,世界华人企业家联合会是2014年由澳门特区政府批准成立的国际性社团机构，也是一个连通企业和政府的平台，创会十年多来，拥有会员30000 多人且均为各行业翘楚，在社会各界产生了良好的影响力。
,,世嘉投资有限公司,Others,MA FUGUAGN,Service Provider,"香港, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"500,000 USD or below,500,001 to 1,000,000 USD,5,000,001 to 7,500,000 USD,2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD,7,500,001 to 10,000,000 USD,25,000,001 to 50,000,000 USD,10,000,001 to 25,000,000 USD",Y,Y,Y,Y,Y,Y,Y,Y,,"Deep Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,Y,Y,Y,,,Y,Y,Y,,/participations/450446,,,商业服务、投资、咨询、数据管理、工程项目等
,,玉禾田环境发展集团股份有限公司,Others,雷军 延,Others,"深圳, China", China,Asia,Y,,,,,,,"IPO,Series C and Beyond",,,,Y,Y,"50,000,001 USD or above",,,,,,,,,Y,"Education,Environment, Energy and Clean Technology",,,Y,,,,,,,Y,/participations/451328,,,"EIT Environmental Development Group Co., Ltd. (hereinafter referred to as """"EIT Group""""), listed on the ChiNext of the Shenzhen Stock Exchange (Ticker: 300815), is a leading integrated urban operation management service provider in China. Adhering to the development concept of """"building a clean China, eco-friendly China and beautiful China"""", it provides comprehensive solutions for urban and rural living improvement and is committed to becoming a """"Smart City Master"""".
  Founded in 1997, EIT Group is a national leader in the integrated investment and operation of urban and rural environmental public services. During the past twenty-five years, EIT Group has been highly reputed nationwide for its excellent services, and has been ranked as a National Contract-abiding and Creditworthy Enterprise, one of the Top 500 Guangdong Enterprises, Top 100 Guangdong Service Industry Enterprises, Top 100 Guangdong Private Enterprises; Top 100 Quality Enterprises in Shenzhen, """"Time-honoured Brand"""" Enterprises in Shenzhen, and Top 10 Caring Enterprises in Shenzhen; it is a leader in the integrated investment and operation industry for urban and rural environmental public services nationwide.



The content of this page has been translated by AI. In case of any discrepancies, please refer to the original document.


玉禾田环境发展集团股份有限公司（简称“玉禾田集团”），深交所创业板上市（股票代码300815），是中国领先的城市综合运营管理服务商，秉承“清洁大中国、环保大中国、美丽大中国”发展理念，为城乡人居环境改善提供综合性解决方案，致力于成为“数智城市大管家”。
  玉禾田集团始创于1997年，是全国城乡环境公共服务一体化投资、运营行业的领军企业。二十五年以来，玉禾田集团以优良服务享誉全国，被评为国家守合同重信用企业、广东企业500强、广东服务业企业100强、广东民营企业100强;深圳质量百强企业、深圳“老字号”企业、深圳十佳爱心企业，是全国城乡环境公共服务一体化投资运营行业的领军企业。"
,https://storage.googleapis.com/b2match-as-1/NEfiqUQKr9PQhu2A9SVX5ZyV,同花顺智能数据（香港）有限公司,Others,Hung Jianhong,Service Provider,"香港, China (Hong Kong)", China (Hong Kong),Asia,Y,,,,,,,IPO,,,,,Y,"500,000 USD or below",Y,,,,,,,,,Financial Technology,Y,,,,,,,,,,/participations/453729,,,大陆以及香港地区金融数据终端头部提供商。
,https://storage.googleapis.com/b2match-as-1/KvdNoRz7D5zX57Jy2miNwrtg,西安城市发展集团,Others,强 王,Service Provider,"西安市, China", China,Asia,Y,,,,,,,Series C and Beyond,,,,Y,,"1,000,001 to 2,500,000 USD",,,Y,,,,,,,"Deep Technology,Healthcare Technology,Manufacturing Technology,Environment, Energy and Clean Technology",,Y,Y,Y,,,Y,,,,/participations/452051,https://www.xacfjt.com/,,"西安城市发展(集团)有限公司成立于2018年11月26日，注册资本200亿元，是西安市政府授权的城市发展领域国有资本投资运营公司，是按照现代企业法人治理结构成立的大型国有独资企业集团。
     集团秉承“城市高质量发展综合服务商”角色定位，以“让城市更美好”为企业使命，围绕西安国家中心城市、国家“双中心”（综合性国家科学中心和科技创新中心）城市建设，创新实施“土地整理+领先科技+人才驱动”三位一体战略，聚集“土地、人才、数据、资本、技术”五大要素，以土地为核心、科技与人才为引擎、数据与资本为纽带，业务布局涵盖土地全生命周期开发、科技创新、实验室经济、数字经济、资源盘活、资产运作、资本运营等领域，以促进支柱产业转型升级和新兴产业培育为抓手，致力于成为推动城市能级提升的综合服务商。截至2023年底，集团资产总额440亿元，国内主体信用等级AAA、国际信用等级Baa3（投资级）。"
,https://storage.googleapis.com/b2match-as-1/FxfegrhEGZCfvUdW9Zb8hGUZ,杭州乐湃网络科技有限公司,Others,ZHICHENG TANG,Service Provider,"杭州, China", China,"Asia,Africa,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,Y,Y,"Series A,Seed & Pre-Series A",Y,Y,,,,"50,000,001 USD or above",,,,,,,,,Y,"Consumer,Financial Technology",Y,,,,Y,,,,,,/participations/452650,,,"乐湃科技基于电商平台经营大数据的风控策略智能化系统，为电商等行业的中小企业提供应收账款的融资服务，年投放金额以十亿计，资产收益率IRR高于20%。
Lepai tech provide financing service to E-commerce company for the revenue-based data and AI modeling system. We have provided billions RMB financing service to clients, with IRR >20%. We're looking for more LPs."
,https://storage.googleapis.com/b2match-as-1/GSXsf8NitkVXRwntZSDJUpXn,武汉大通黎峰股权投资有限公司,Others,峰 何,Others,"深圳, China", China,"Asia,Europe,Australasia,Middle East,North America",Y,Y,Y,Y,Y,,,Seed & Pre-Series A,Y,,,,,"500,000 USD or below,500,001 to 1,000,000 USD",Y,Y,,,,,,,,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Healthcare Technology,Manufacturing Technology,Digital Entertainment and Media,Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,/participations/450328,,,跨境天使投资，食品、生物、IT，本次环球对接会带来了几个项目
,https://storage.googleapis.com/b2match-as-1/MH4LQc4xq8k8LJssQp6yePMq,河北百翔化工机械有限责任公司,Others,鸣林 王,Others,"石家庄市, China", China,Asia,Y,,,,,,,Series C and Beyond,,,,Y,,"25,000,001 to 50,000,000 USD",,,,,,,,Y,,"Environment, Energy and Clean Technology",,,Y,,,,,,,,/participations/452412,,,环境监测及机械生产贸易
,https://storage.googleapis.com/b2match-as-1/4GQe1o8Q65MD3xv3taFqFuNE,济南市中财金投资集团有限公司,Others,钰彤 王,Others,"山东省济南市市中区, China", China,Asia,Y,,,,,,,IPO,,,,,Y,"50,000,001 USD or above",,,,,,,,,Y,Financial Technology,Y,,,,,,,,,,/participations/453028,,,济南市中财金投资集团有限公司（以下简称“市中财金集团”）前身是成立于1992年的济南市市中区经济开发投资中心。根据区委区政府决策部署，2019年4月，改制为市中区属国有独资企业，注册资本25.1亿元，市中区政府项目资金服务中心持有100%股权。
,,烟台市青年企业家商会,Others,康 王,Others,"烟台市, China", China,Asia,Y,,,,,,,,,,,,,,,,,,,,,,,Deep Technology,,Y,,,,,,,,,/participations/453026,,,烟台市青年企业家商会，简称烟台青企商。是由烟台市内年轻优秀的非公有制经济人士自愿结成的全市性、行业性的非营利性社会组织。致力于促进非公有制经济人士健康成长为加快建设环渤海地区中心城市和绿色低碳高质量发展示范城市作出积极贡献。
,,苏州科合科技服务有限公司,Others,和祥 王,Service Provider,"北京, China", China,Asia,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/participations/451258,,,"Founded in 2017, it is engaged in the transformation and commercialisation of intellectual property technology achievements, and incubating technology start-ups, including Tsinghua University, Beijing University of Science and Technology, China Agricultural University, China Iron & Steel Research Institute Group Co., Ltd. and China National Building Materials Group Co., Ltd..



The content of this page has been translated by AI. In case of any discrepancies, please refer to the original document.


成立于2017年，主营知识产权科技成果转化、商业化，孵化初创科技企业，服务包括清华大学、北京科技大学、中国农业大学、中国钢研科技集团、中国建材集团等知名大学和企业。"
,https://storage.googleapis.com/b2match-as-1/3x4dbfDsSzVVtxEMfaoztCg6,深圳市金博会运营发展有限公司,Others,靖华 黄,Service Provider,"深圳, China", China,Asia,Y,,,,,,,"IPO,Seed & Pre-Series A",Y,Y,,,Y,"500,000 USD or below,500,001 to 1,000,000 USD",Y,Y,,,,,,,,"Consumer,Deep Technology",,Y,,,Y,,,,,,/participations/453805,,,有金融机构和科创企业，想投资和并购产业
,https://storage.googleapis.com/b2match-as-1/3NzREdFYAWM9dHHb8WMbWSB4,惠裕全球家族智库,Others,耀予 张,Service Provider,"北京市, China", China,"Asia,Europe,Australasia",Y,Y,,,Y,,,IPO,,,,,Y,"50,000,001 USD or above",,,,,,,,,Y,Financial Technology,Y,,,,,,,,,,/participations/452398,,,"惠裕全球家族智库（FOTT）定位于向本土FamilyOffice提供""家族办公室的办公室""咨询服务，致力于成为家族办公室行业的“麦肯锡”，是本土FO 行业的生态培育者及观察者，也是最接近中国本土顶级家族的同行者。
惠裕以全行业超级FA⻆色，形成“中央厨房式”顶级FO⼀站式输出服务，打造全球“VFO 虚拟云共享家族办公室”⽣态圈，使得家族筹建FO时在控制成本与提升效率方面更便捷，让U-FO（UnionFamilyOffice）从联盟⾛走向实务。"
,,瑞众人寿保险,Others,晓芳 钱,Government Body / Regulator,"深圳福田, China", China,"Asia,Europe,Australasia,Middle East,North America,South America",Y,Y,Y,Y,Y,,Y,"IPO,Series A,Series B,Seed & Pre-Series A,Series C and Beyond",Y,Y,Y,Y,Y,"10,000,001 to 25,000,000 USD",,,,,,,Y,,,"Consumer,Education,Deep Technology,Financial Technology,Food and Agriculture,Digital Entertainment and Media,Environment, Energy and Clean Technology",Y,Y,Y,,Y,Y,,,Y,Y,/participations/451468,,,"Rui Life Insurance Co., Ltd., a state-owned enterprise, has registered capital of RMB 56.5 billion (ranking first in the country). To serve the country and safeguard a better life. Living an auspicious and healthy life and sharing happiness with everyone!
Business scope: Life financial planning, asset safety, asset preservation and appreciation, risk hedging, risk isolation, wealth inheritance, pension, education fund, health fund, tax planning, second-generation marriage, insurance trust & family trust
Building a trusted insurance service provider.
Professionalisation, specialisation, integration, sci-tech empowerment and internationalisation.
The T family office will be inaugurated soon.
Please add me to your contact list on WeChat: Qianyiyi8888889



The content of this page has been translated by AI. In case of any discrepancies, please refer to the original document.


国企瑞众人寿保险注册资本565亿（全国第一）。服务国之大者，守护美好生活。瑞泽一生，众享美好！

瑞众保险   万亿资产
2024年总资产破1万亿 资产遍布全国
青岛港第十大股东
招商蛇口第六大股东
持股中免股份15.19万股，触及举牌线
持股龙源电力4.14亿股，占比12.47%
………
瑞众保险“国”字担当
为民办头等大事

瑞众保险，千亿投资
投资2400亿，支持首都北京新质生产力发展
投资1000亿，支持科技绿色产品升级
投资136亿，支持储存芯片领域重大工程
投资30亿，支持能源官网建设基金
投资20亿，支持中车风电新能源项目
投资130亿，支持长江经济带发展
投资46亿，支持大湾区发展
2024年参与绍兴原水水利战略配售投资，支持民生设施建设……
国有企业，保险担当

专注：人生财务规划、资产安全、资产保值增值、风险对冲、风险隔离、财富传承、养老金、教育金、健康基金、税务筹划、二代婚姻、保险金信托&家族信托
建设值得信赖的保险专业服务商。
职业化、专业化、综合化、科技化、国际化。
挂牌T家族办公室

WeChat：Qianyiyi8888889"
,https://storage.googleapis.com/b2match-as-1/7B8VFy8AH1mRaAeqN86zCjoi,孵化育成中心.亞洲數據集團（ADG）,Others,恒 凌,Service Provider,"香港, China (Hong Kong)", China (Hong Kong),"Asia,Europe,North America",Y,Y,Y,,,,,Seed & Pre-Series A,Y,,,,,"500,001 to 1,000,000 USD",,Y,,,,,,,,"Consumer,Deep Technology,Manufacturing Technology,Digital Entertainment and Media",,Y,,,Y,Y,Y,,,,/participations/450038,,,孵化育成中心，立足粵港澳大灣區，幫助企業減負前行。
,,鎧·資本｜Armor Capital,Others,Kerina Hsiao,Service Provider,"台北, Taiwan", Taiwan,Asia,Y,,,,,,,Seed & Pre-Series A,Y,,,,,"7,500,001 to 10,000,000 USD",,,,,,Y,,,,"Infrastructure and Real Estate Services,Environment, Energy and Clean Technology",,,Y,,,,,Y,,,/participations/449006,,,"#Overview
-customized financial consulting 
-private banking service 
-fixed income
-tax solution

Armor Capital｜鎧．資本 specializes in delivering sustainable, innovative financial services. Its leadership comprises top-tier professionals with extensive experience in the global financial industry.

As an independent organization unaffiliated with any financial institution, we are proud to host Taiwan’s first internationally certified team of professional financial planners. Maintaining a neutral and objective approach, we provide reliable, comprehensive global financial insights, aiming to deliver secure, market-leading customized financial services.

The affiliated ""Armor Capital Financial Education Center"" serves as Taiwan’s management hub for the U.S. Registered Financial Planner Association (RFP). Its mission is to develop international financial talent in Taiwan and foster integration with the global market.

Armor Capital｜鎧．資本以提供永續且最前瞻的金融專業服務為核心宗旨，由來自全球金融界的卓越專業人士組成的頂尖經營團隊。
作為一個不隸屬任何金融機構的獨立機構，我們擁有全台灣首支符合國際標準的專業財務策劃師團隊。秉持中立客觀的立場，提供全球最安全、最全面的金融資訊，致力於實現領先且安全的環球客製化金融服務。
Armor Capital｜鎧．資本的旗下『鎧・資本財經教育中心』已被美國註冊財務策劃師協會 (RFP) 總會指定為台灣管理中心，專注於提升台灣的國際專業人才培育，推動本地與國際市場接軌。"
,,3DNA Technology,Project Owner,Dennis G Zelazowski,Startup,"Hong Kong, China (Hong Kong)", China (Hong Kong),"Asia,Europe,Australasia,Middle East,North America",Y,Y,Y,Y,Y,,,"Series A,Seed & Pre-Series A",Y,Y,,,,"2,500,001 to 5,000,000 USD,1,000,001 to 2,500,000 USD",,,Y,Y,,,,,,"Consumer,Manufacturing Technology",,,,,Y,,Y,,,,/participations/443766,https://3DNA.org,https://instagram.com/3DNA_eyewear,"3DNA Technology saves $100B of tied inventory capital and depreciation by providing digital transformation tools to all segments of the eyewear industry.


3DNA Technology 通过为眼镜行业提供数字化转型工具，节省了 1000 亿美元的库存资本和折旧。



页面显示AI翻译资讯，内容如有歧异，请以原文为准。"
